uuid,time_begin,time_end,distance,origin_lat,origin_lng,destination_lat,destination_lng,type
c4fad712ecb54730afba3b677029712f,2022-10-21 08:08:03,2022-10-21 08:42:02,20993,36.357582,127.339051,36.499331,127.330894,DtoS
c4fad712ecb54730afba3b677029712f,2022-10-21 19:05:49,2022-10-21 19:27:46,16072,36.499144,127.330787,36.396789,127.311221,StoD
b1028dad58304ba8a0e351de51ac74a1,2022-10-21 21:26:47,2022-10-21 22:18:36,42727,36.5962326,127.291007,36.3082427,127.4110999,StoD
a7b5635125884040b7eea1f17f8d633c,2022-10-21 08:05:08,2022-10-21 08:31:54,25269,36.368612,127.377838,36.499495,127.330667,DtoS
a7b5635125884040b7eea1f17f8d633c,2022-10-21 18:14:04,2022-10-21 18:54:08,25231,36.499715,127.330367,36.368734,127.37752,StoD
7fc1715756704bfc98f333bb1f2862ac,2022-10-21 08:49:40,2022-10-21 09:34:01,35917,36.2999396,127.3525271,36.4888927,127.2579116,DtoS
7fc1715756704bfc98f333bb1f2862ac,2022-10-21 18:00:58,2022-10-21 19:37:57,32938,36.4889626,127.2578538,36.3000099,127.3520054,StoD
8735302aed7145dba34578c161607f96,2022-10-21 21:17:37,2022-10-21 23:09:38,49543,36.606108,127.291705,36.308895,127.397902,StoD
3de01fb59474439792f9053f80b3683c,2022-10-21 08:16:29,2022-10-21 08:52:56,24359,36.36842,127.440498,36.498566,127.331438,DtoS
3de01fb59474439792f9053f80b3683c,2022-10-21 18:07:10,2022-10-21 18:58:31,23636,36.497598,127.330698,36.368826,127.442642,StoD
deebb302e865451aad98ff95317e8a1f,2022-10-21 19:18:35,2022-10-21 20:54:10,38835,36.6258195,127.2895969,36.3898045,127.3168295,StoD
deebb302e865451aad98ff95317e8a1f,2022-10-21 21:00:43,2022-10-21 22:25:36,36294,36.3935274,127.3137281,36.6150419,127.2930578,DtoS
27b5fd7addc54f2ab13a90ed0515f139,2022-10-21 07:53:52,2022-10-21 08:27:09,16397,36.477383,127.295799,36.402927,127.399986,StoD
27b5fd7addc54f2ab13a90ed0515f139,2022-10-21 18:57:53,2022-10-21 19:35:17,16782,36.40281,127.397705,36.479199,127.296776,DtoS
cf6f6f767e2d4f03849e51b834cdb13a,2022-10-21 08:17:15,2022-10-21 08:39:40,15064,36.511238,127.264775,36.391161,127.314435,StoD
cf6f6f767e2d4f03849e51b834cdb13a,2022-10-21 19:54:09,2022-10-21 20:29:14,20542,36.38388,127.36018,36.510848,127.262237,DtoS
1171bcfa1ef644c0a5d0f8042dd56aa2,2022-10-21 08:05:26,2022-10-21 09:23:43,20022,36.364594,127.355478,36.499308,127.265623,DtoS
1171bcfa1ef644c0a5d0f8042dd56aa2,2022-10-21 17:16:43,2022-10-21 18:12:46,19169,36.494729,127.262712,36.365095,127.355989,StoD
c8ffee47bb924c32a9c85f2e27c5defd,2022-10-21 03:13:51,2022-10-21 03:33:56,16034,36.3794283,127.3431062,36.4777801,127.2984668,DtoS
c8ffee47bb924c32a9c85f2e27c5defd,2022-10-21 21:53:39,2022-10-21 22:26:33,19929,36.4790185,127.2950831,36.3504143,127.3725392,StoD
64da2d37529d459890d90a2698a07a7e,2022-10-21 14:50:51,2022-10-21 15:18:55,15181,36.4445953,127.3507561,36.4995622,127.3597157,DtoS
64da2d37529d459890d90a2698a07a7e,2022-10-21 15:33:05,2022-10-21 16:03:21,18962,36.5035811,127.3585912,36.4176726,127.3787268,StoD
9375378751c044a9a1701a8d48fb7aac,2022-10-21 07:36:24,2022-10-21 08:31:16,28605,36.4384315,127.4157655,36.5006922,127.2581676,DtoS
9375378751c044a9a1701a8d48fb7aac,2022-10-21 15:11:06,2022-10-21 16:16:28,44972,36.5040144,127.2828599,36.3135415,127.4029443,StoD
67ff1ddb790d4f38a8373695e6a9d892,2022-10-21 11:38:20,2022-10-21 12:13:38,32671,36.2985721,127.3349371,36.4704371,127.2766401,DtoS
67ff1ddb790d4f38a8373695e6a9d892,2022-10-21 15:20:46,2022-10-21 15:58:37,20193,36.4859953,127.3196409,36.369007,127.3384849,StoD
65680eab7e754de7bbc84e945e1ebea7,2022-10-21 05:27:35,2022-10-21 05:58:44,24145,36.4950793,127.2450772,36.3875822,127.394796,StoD
65680eab7e754de7bbc84e945e1ebea7,2022-10-21 17:04:04,2022-10-21 17:46:44,28663,36.3874258,127.3986745,36.4950501,127.2457717,DtoS
65680eab7e754de7bbc84e945e1ebea7,2022-10-21 22:45:24,2022-10-21 23:10:30,18386,36.3585596,127.3461456,36.4927003,127.2545285,DtoS
33e35ce17d514956af922dee0e6a3d02,2022-10-21 07:45:53,2022-10-21 08:20:43,38682,36.501136,127.244944,36.296163,127.324327,StoD
33e35ce17d514956af922dee0e6a3d02,2022-10-21 18:11:22,2022-10-21 19:06:39,38268,36.294979,127.322892,36.501205,127.243211,DtoS
919aecdcccce43f9a7d84432af691180,2022-10-21 10:07:02,2022-10-21 10:47:11,31175,36.3658601,127.3196068,36.5936931,127.2983714,DtoS
919aecdcccce43f9a7d84432af691180,2022-10-21 11:16:55,2022-10-21 11:56:44,39573,36.5938125,127.2986449,36.3918089,127.4167174,StoD
ae3eba3dc7a7430286687fabfa3d94df,2022-10-21 06:29:15,2022-10-21 06:55:49,22734,36.34214,127.387932,36.4906873,127.2574619,DtoS
ae3eba3dc7a7430286687fabfa3d94df,2022-10-21 18:41:56,2022-10-21 19:29:10,19468,36.4839447,127.2626781,36.3495615,127.3310263,StoD
3662331b5e504702b4db85db30534572,2022-10-21 18:23:55,2022-10-21 18:52:00,17990,36.4984733,127.3312598,36.4252779,127.4203798,StoD
