uuid,time_begin,time_end,distance,origin_lat,origin_lng,destination_lat,destination_lng,type
8f121c9d150e4592a14990069b62d745,2022-11-02 16:26:10,2022-11-02 17:02:44,34256,36.529466,127.26458,36.361479,127.294933,StoD
c4fad712ecb54730afba3b677029712f,2022-11-02 07:59:41,2022-11-02 08:39:12,21643,36.357231,127.33918,36.499445,127.330643,DtoS
c4fad712ecb54730afba3b677029712f,2022-11-02 18:09:24,2022-11-02 18:57:02,29386,36.499527,127.330607,36.357245,127.339039,StoD
b1028dad58304ba8a0e351de51ac74a1,2022-11-02 01:42:15,2022-11-02 01:56:45,13447,36.4801029,127.2668828,36.3804611,127.3275129,StoD
a7b5635125884040b7eea1f17f8d633c,2022-11-02 08:06:32,2022-11-02 08:34:06,25312,36.368682,127.377742,36.499523,127.330629,DtoS
a7b5635125884040b7eea1f17f8d633c,2022-11-02 18:13:31,2022-11-02 18:57:29,25254,36.499724,127.330452,36.368732,127.377491,StoD
7fc1715756704bfc98f333bb1f2862ac,2022-11-02 08:33:43,2022-11-02 09:15:44,37877,36.3230135,127.3702595,36.4890522,127.2577185,DtoS
7fc1715756704bfc98f333bb1f2862ac,2022-11-02 16:39:48,2022-11-02 17:43:42,25838,36.488832,127.257823,36.3253262,127.3733984,StoD
16543313bc9a4b0d945079a3fa78e44d,2022-11-02 14:05:58,2022-11-02 14:45:58,28811,36.3333511,127.4086818,36.4690942,127.2715477,DtoS
8735302aed7145dba34578c161607f96,2022-11-02 01:39:29,2022-11-02 01:56:42,14426,36.488187,127.25998,36.380601,127.327344,StoD
3de01fb59474439792f9053f80b3683c,2022-11-02 08:17:35,2022-11-02 08:59:04,24600,36.368139,127.440878,36.498294,127.33028,DtoS
3de01fb59474439792f9053f80b3683c,2022-11-02 18:35:40,2022-11-02 19:19:12,25000,36.498236,127.33025,36.368772,127.442725,StoD
deebb302e865451aad98ff95317e8a1f,2022-11-02 07:57:18,2022-11-02 12:33:11,109229,36.6346107,127.288664,36.3883313,127.317723,StoD
deebb302e865451aad98ff95317e8a1f,2022-11-02 12:33:13,2022-11-02 14:19:38,37270,36.3883498,127.3177152,36.6149979,127.293152,DtoS
27b5fd7addc54f2ab13a90ed0515f139,2022-11-02 07:57:26,2022-11-02 08:33:50,16653,36.477985,127.295621,36.402986,127.399954,StoD
27b5fd7addc54f2ab13a90ed0515f139,2022-11-02 20:38:48,2022-11-02 20:54:43,12178,36.432071,127.38903,36.484686,127.298966,DtoS
3f1c364ad5554512835ca9b7ba108261,2022-11-02 07:27:21,2022-11-02 13:08:10,16911,36.35783,127.339825,36.478723,127.296156,DtoS
3f1c364ad5554512835ca9b7ba108261,2022-11-02 18:59:52,2022-11-02 19:55:18,22013,36.478081,127.295645,36.397868,127.402854,StoD
c8ffee47bb924c32a9c85f2e27c5defd,2022-11-02 03:03:55,2022-11-02 03:34:38,16799,36.3691458,127.3375217,36.4777882,127.2983332,DtoS
c8ffee47bb924c32a9c85f2e27c5defd,2022-11-02 21:46:35,2022-11-02 22:16:31,20178,36.4801479,127.2959767,36.3503058,127.3723407,StoD
3c204ad9357c48af90d02bf2fd040326,2022-11-02 11:36:04,2022-11-02 12:31:07,36724,36.3298704,127.4222561,36.463668,127.2808258,DtoS
3c204ad9357c48af90d02bf2fd040326,2022-11-02 12:40:43,2022-11-02 13:19:27,34192,36.4635769,127.280847,36.2982624,127.3846068,StoD
29860cac644b4cfa8229e8ddc10d895b,2022-11-02 07:55:12,2022-11-02 10:40:17,62362,36.458623,127.280486,36.385584,127.319744,StoD
29860cac644b4cfa8229e8ddc10d895b,2022-11-02 10:58:17,2022-11-02 11:59:00,25652,36.39128,127.315473,36.495417,127.203309,DtoS
67ff1ddb790d4f38a8373695e6a9d892,2022-11-02 11:24:54,2022-11-02 12:13:33,33637,36.3041685,127.3349329,36.475378,127.2798824,DtoS
67ff1ddb790d4f38a8373695e6a9d892,2022-11-02 13:50:48,2022-11-02 14:11:48,15709,36.4721048,127.2851468,36.3738065,127.3387623,StoD
65680eab7e754de7bbc84e945e1ebea7,2022-11-02 05:29:27,2022-11-02 05:53:58,21885,36.4795384,127.2461488,36.3877957,127.3955811,StoD
65680eab7e754de7bbc84e945e1ebea7,2022-11-02 16:03:53,2022-11-02 16:38:40,29142,36.3880626,127.3950029,36.4950435,127.2454219,DtoS
65680eab7e754de7bbc84e945e1ebea7,2022-11-02 22:40:18,2022-11-02 23:01:13,14960,36.3690905,127.3178713,36.4755503,127.2521586,DtoS
33e35ce17d514956af922dee0e6a3d02,2022-11-02 08:08:17,2022-11-02 08:49:54,38855,36.49978,127.244918,36.296163,127.324327,StoD
33e35ce17d514956af922dee0e6a3d02,2022-11-02 18:08:22,2022-11-02 19:25:29,40601,36.295022,127.323032,36.500962,127.241466,DtoS
245675c877434ac3add06546157f1f1b,2022-11-02 07:33:12,2022-11-02 08:41:32,22856,36.339345,127.381366,36.495284,127.261616,DtoS
245675c877434ac3add06546157f1f1b,2022-11-02 17:52:05,2022-11-02 19:13:41,30002,36.507347,127.261409,36.313539,127.395536,StoD
ae3eba3dc7a7430286687fabfa3d94df,2022-11-02 19:08:19,2022-11-02 19:57:52,25857,36.4904835,127.2574258,36.3366045,127.3860536,StoD
