uuid,time_begin,time_end,distance,origin_lat,origin_lng,destination_lat,destination_lng,type
16543313bc9a4b0d945079a3fa78e44d,2022-11-05 03:49:27,2022-11-05 04:24:13,22269,36.3335304,127.4087867,36.469051,127.2718217,DtoS
16543313bc9a4b0d945079a3fa78e44d,2022-11-05 13:21:35,2022-11-05 13:59:41,28933,36.4690456,127.2715486,36.3335524,127.4086037,StoD
deebb302e865451aad98ff95317e8a1f,2022-11-05 11:45:40,2022-11-05 13:07:06,32894,36.6171885,127.2877396,36.3894753,127.3168475,StoD
c8ffee47bb924c32a9c85f2e27c5defd,2022-11-05 03:12:37,2022-11-05 03:30:56,16494,36.3713753,127.3384682,36.481635,127.2966377,DtoS
c8ffee47bb924c32a9c85f2e27c5defd,2022-11-05 20:26:44,2022-11-05 21:22:39,33876,36.4812544,127.2967525,36.4393521,127.4251702,StoD
3c204ad9357c48af90d02bf2fd040326,2022-11-05 14:59:48,2022-11-05 16:01:19,35736,36.3066676,127.3844359,36.4828974,127.2634013,DtoS
3c204ad9357c48af90d02bf2fd040326,2022-11-05 16:07:36,2022-11-05 17:05:11,39055,36.4829729,127.2616295,36.307169,127.3858274,StoD
aa0341d19a0c4f729ae89a1c9110f8cc,2022-11-05 17:51:33,2022-11-05 18:58:15,33077,36.4926732,127.2690004,36.3410932,127.3768631,StoD
aa0341d19a0c4f729ae89a1c9110f8cc,2022-11-05 19:32:41,2022-11-05 20:23:56,36603,36.3417444,127.3771156,36.5016648,127.2433084,DtoS
fcb8d014703e42ca819c856d2eefefdd,2022-11-05 10:05:31,2022-11-05 10:32:22,18087,36.495784,127.243212,36.363295,127.318489,StoD
fcb8d014703e42ca819c856d2eefefdd,2022-11-05 10:39:15,2022-11-05 11:06:34,18504,36.36394,127.321118,36.495221,127.240955,DtoS
65680eab7e754de7bbc84e945e1ebea7,2022-11-05 00:08:49,2022-11-05 00:39:04,26601,36.3115596,127.3463886,36.4950751,127.2452869,DtoS
65680eab7e754de7bbc84e945e1ebea7,2022-11-05 05:31:15,2022-11-05 05:57:32,23487,36.491943,127.2404084,36.387649,127.3951156,StoD
65680eab7e754de7bbc84e945e1ebea7,2022-11-05 14:16:19,2022-11-05 14:50:25,26064,36.3973885,127.4021757,36.4950312,127.245544,DtoS
65680eab7e754de7bbc84e945e1ebea7,2022-11-05 21:05:37,2022-11-05 21:49:45,30443,36.4898817,127.2593822,36.3517184,127.3892079,StoD
65680eab7e754de7bbc84e945e1ebea7,2022-11-05 23:00:32,2022-11-05 23:24:19,18269,36.35672,127.3475015,36.4876597,127.2629192,DtoS
245675c877434ac3add06546157f1f1b,2022-11-05 07:56:29,2022-11-05 08:33:19,24346,36.339836,127.382032,36.50722,127.261046,DtoS
245675c877434ac3add06546157f1f1b,2022-11-05 17:15:54,2022-11-05 18:34:00,33112,36.506859,127.259758,36.338595,127.380264,StoD
