uuid,time_begin,time_end,distance,origin_lat,origin_lng,destination_lat,destination_lng,type
c4fad712ecb54730afba3b677029712f,2022-10-31 08:02:31,2022-10-31 08:42:28,28249,36.352765,127.332108,36.499416,127.330728,DtoS
c4fad712ecb54730afba3b677029712f,2022-10-31 18:03:38,2022-10-31 18:44:59,23021,36.499357,127.330872,36.352866,127.332186,StoD
a7b5635125884040b7eea1f17f8d633c,2022-10-31 08:07:49,2022-10-31 08:35:01,25297,36.368597,127.377782,36.49952,127.330633,DtoS
a7b5635125884040b7eea1f17f8d633c,2022-10-31 18:12:03,2022-10-31 18:54:13,25247,36.499691,127.330299,36.368747,127.377491,StoD
7fc1715756704bfc98f333bb1f2862ac,2022-10-31 08:33:19,2022-10-31 09:21:18,36636,36.2996141,127.353092,36.489308,127.2576162,DtoS
7fc1715756704bfc98f333bb1f2862ac,2022-10-31 19:46:30,2022-10-31 20:30:41,25624,36.4895211,127.2589379,36.3253159,127.373457,StoD
deebb302e865451aad98ff95317e8a1f,2022-10-31 05:30:24,2022-10-31 06:51:37,33442,36.3924833,127.3144118,36.625807,127.2895139,DtoS
deebb302e865451aad98ff95317e8a1f,2022-10-31 10:52:19,2022-10-31 12:16:15,37690,36.6256178,127.2898168,36.3858623,127.3198824,StoD
27b5fd7addc54f2ab13a90ed0515f139,2022-10-31 08:01:51,2022-10-31 08:34:26,16953,36.477893,127.295533,36.402886,127.400009,StoD
27b5fd7addc54f2ab13a90ed0515f139,2022-10-31 19:56:20,2022-10-31 20:20:39,19784,36.40182,127.399777,36.479194,127.297162,DtoS
cf6f6f767e2d4f03849e51b834cdb13a,2022-10-31 21:34:38,2022-10-31 22:18:51,20824,36.382319,127.359136,36.510808,127.262255,DtoS
1171bcfa1ef644c0a5d0f8042dd56aa2,2022-10-31 18:09:25,2022-10-31 19:07:15,19825,36.499241,127.266063,36.365153,127.355675,StoD
c8ffee47bb924c32a9c85f2e27c5defd,2022-10-31 21:54:19,2022-10-31 22:21:37,19776,36.478312,127.2953702,36.3503592,127.3723478,StoD
99ffcf4b53164535a37a5d9129f18f85,2022-10-31 18:15:23,2022-10-31 19:40:10,44942,36.3911087,127.3640614,36.5360746,127.2629902,DtoS
3c204ad9357c48af90d02bf2fd040326,2022-10-31 11:24:42,2022-10-31 12:09:57,40629,36.3292774,127.4225136,36.4423284,127.2207565,DtoS
3c204ad9357c48af90d02bf2fd040326,2022-10-31 12:20:12,2022-10-31 13:04:02,36686,36.4422504,127.2207756,36.3156328,127.3065969,StoD
29860cac644b4cfa8229e8ddc10d895b,2022-10-31 09:24:54,2022-10-31 10:19:33,24553,36.501028,127.21251,36.391061,127.315101,StoD
29860cac644b4cfa8229e8ddc10d895b,2022-10-31 10:24:17,2022-10-31 11:33:12,26541,36.384802,127.320001,36.495239,127.203448,DtoS
29860cac644b4cfa8229e8ddc10d895b,2022-10-31 13:00:35,2022-10-31 14:05:44,26845,36.496924,127.205122,36.389417,127.316933,StoD
29860cac644b4cfa8229e8ddc10d895b,2022-10-31 14:18:58,2022-10-31 15:24:12,29578,36.391404,127.315506,36.498707,127.226669,DtoS
67ff1ddb790d4f38a8373695e6a9d892,2022-10-31 11:22:34,2022-10-31 11:56:37,25468,36.2982668,127.337316,36.4740447,127.2850864,DtoS
67ff1ddb790d4f38a8373695e6a9d892,2022-10-31 16:18:56,2022-10-31 17:02:17,39005,36.4712227,127.2554969,36.3071755,127.3973675,StoD
65680eab7e754de7bbc84e945e1ebea7,2022-10-31 05:29:50,2022-10-31 05:42:38,15004,36.4925265,127.2417418,36.3878996,127.3217614,StoD
65680eab7e754de7bbc84e945e1ebea7,2022-10-31 18:02:49,2022-10-31 19:03:33,29935,36.3881028,127.3964256,36.4950679,127.2453723,DtoS
33e35ce17d514956af922dee0e6a3d02,2022-10-31 08:10:37,2022-10-31 08:50:22,38681,36.500886,127.244943,36.296048,127.324374,StoD
33e35ce17d514956af922dee0e6a3d02,2022-10-31 18:11:09,2022-10-31 19:20:11,28286,36.297277,127.324812,36.500777,127.241734,DtoS
245675c877434ac3add06546157f1f1b,2022-10-31 07:28:50,2022-10-31 08:53:40,26215,36.339459,127.381489,36.507305,127.261454,DtoS
245675c877434ac3add06546157f1f1b,2022-10-31 19:00:12,2022-10-31 20:42:06,74916,36.51875,127.246479,36.3572,127.363046,StoD
3662331b5e504702b4db85db30534572,2022-10-31 07:25:02,2022-10-31 08:05:12,35148,36.3515966,127.4472843,36.507921,127.26147,DtoS
3662331b5e504702b4db85db30534572,2022-10-31 19:56:07,2022-10-31 20:34:40,34803,36.5029155,127.2626482,36.3500521,127.4500606,StoD
