uuid,time_begin,time_end,distance,origin_lat,origin_lng,destination_lat,destination_lng,type
16543313bc9a4b0d945079a3fa78e44d,2022-10-23 01:09:26,2022-10-23 01:44:11,29041,36.469553,127.2711236,36.3334546,127.4086366,StoD
16543313bc9a4b0d945079a3fa78e44d,2022-10-23 13:05:04,2022-10-23 13:44:47,28697,36.3348271,127.4072785,36.4694541,127.2725825,DtoS
16543313bc9a4b0d945079a3fa78e44d,2022-10-23 22:42:17,2022-10-23 23:32:31,28964,36.469463,127.2718175,36.3335231,127.408645,StoD
deebb302e865451aad98ff95317e8a1f,2022-10-23 21:20:43,2022-10-23 22:29:17,34168,36.6299799,127.2892515,36.3879629,127.3178439,StoD
deebb302e865451aad98ff95317e8a1f,2022-10-23 23:01:33,2022-10-24 00:18:44,40691,36.3955927,127.3121401,36.5662145,127.2846075,DtoS
27b5fd7addc54f2ab13a90ed0515f139,2022-10-23 16:47:27,2022-10-23 17:00:22,11162,36.477135,127.295834,36.434812,127.384102,StoD
27b5fd7addc54f2ab13a90ed0515f139,2022-10-23 17:41:49,2022-10-23 18:02:47,11180,36.437916,127.388747,36.479027,127.296882,DtoS
cf6f6f767e2d4f03849e51b834cdb13a,2022-10-23 20:28:27,2022-10-23 21:03:40,20775,36.510956,127.261645,36.382519,127.358031,StoD
6aaeff7d164d41b79d12c8b71fc729b1,2022-10-23 09:34:34,2022-10-23 10:34:58,40352,36.4319856,127.3971976,36.5002181,127.2366741,DtoS
c6feb88ed5864aa18b084f587dc2f359,2022-10-23 16:33:02,2022-10-23 17:20:13,21400,36.4425389,127.3914484,36.5457466,127.3572863,DtoS
