uuid,time_begin,time_end,distance,origin_lat,origin_lng,destination_lat,destination_lng,type
ed7cac732b8c490da728ccec6c0dfce4,2022-10-30 14:13:17,2022-10-30 14:41:26,14035,36.4242368,127.3900767,36.4818874,127.2910569,DtoS
ed7cac732b8c490da728ccec6c0dfce4,2022-10-30 16:26:29,2022-10-30 16:55:52,22925,36.4792233,127.2946024,36.3576182,127.4223952,StoD
deebb302e865451aad98ff95317e8a1f,2022-10-30 09:41:17,2022-10-30 10:55:51,35221,36.6286961,127.2890613,36.3892767,127.3170684,StoD
cf6f6f767e2d4f03849e51b834cdb13a,2022-10-30 23:25:36,2022-10-30 23:52:57,20778,36.511171,127.261459,36.382742,127.357924,StoD
c8ffee47bb924c32a9c85f2e27c5defd,2022-10-30 11:09:04,2022-10-30 11:31:17,12310,36.4780435,127.2922892,36.3919128,127.3092841,StoD
c8ffee47bb924c32a9c85f2e27c5defd,2022-10-30 11:31:24,2022-10-30 11:57:04,12711,36.3919112,127.3092781,36.481476,127.2965131,DtoS
9375378751c044a9a1701a8d48fb7aac,2022-10-30 03:58:39,2022-10-30 04:26:31,29153,36.3318209,127.4163798,36.4715504,127.2716648,DtoS
9375378751c044a9a1701a8d48fb7aac,2022-10-30 23:33:03,2022-10-31 00:16:24,28772,36.4709436,127.2743084,36.3353223,127.4145337,StoD
29860cac644b4cfa8229e8ddc10d895b,2022-10-30 13:30:53,2022-10-30 14:31:11,26583,36.497163,127.205442,36.387936,127.317921,StoD
29860cac644b4cfa8229e8ddc10d895b,2022-10-30 14:36:29,2022-10-30 15:52:16,30010,36.388,127.317884,36.498723,127.226682,DtoS
