uuid,time_begin,time_end,distance,origin_lat,origin_lng,destination_lat,destination_lng,type
c4fad712ecb54730afba3b677029712f,2022-11-04 07:52:20,2022-11-04 08:36:06,21687,36.352956,127.332321,36.499558,127.330582,DtoS
c4fad712ecb54730afba3b677029712f,2022-11-04 18:11:41,2022-11-04 19:06:18,22490,36.500021,127.330784,36.352695,127.332183,StoD
a7b5635125884040b7eea1f17f8d633c,2022-11-04 08:02:52,2022-11-04 08:30:42,25274,36.368664,127.377805,36.499457,127.330719,DtoS
a7b5635125884040b7eea1f17f8d633c,2022-11-04 18:33:28,2022-11-04 19:14:57,25252,36.499684,127.330422,36.368732,127.377465,StoD
a0dafd628014440195a22cd479cabbe7,2022-11-04 12:08:22,2022-11-04 12:33:46,14367,36.499086,127.259853,36.391288,127.305436,StoD
7fc1715756704bfc98f333bb1f2862ac,2022-11-04 08:28:55,2022-11-04 09:29:01,41134,36.3090388,127.3186505,36.4894985,127.2578578,DtoS
7fc1715756704bfc98f333bb1f2862ac,2022-11-04 16:27:47,2022-11-04 17:20:36,24566,36.4890135,127.2581518,36.3012192,127.3240028,StoD
16543313bc9a4b0d945079a3fa78e44d,2022-11-04 10:04:56,2022-11-04 10:39:45,27389,36.3327819,127.431894,36.4786876,127.2886818,DtoS
16543313bc9a4b0d945079a3fa78e44d,2022-11-04 13:25:31,2022-11-04 14:02:58,25976,36.4859701,127.3012298,36.3331328,127.4317171,StoD
3de01fb59474439792f9053f80b3683c,2022-11-04 08:24:44,2022-11-04 09:07:08,25971,36.367874,127.441206,36.498735,127.330544,DtoS
3de01fb59474439792f9053f80b3683c,2022-11-04 18:16:30,2022-11-04 19:05:02,23727,36.496188,127.329184,36.368821,127.442747,StoD
deebb302e865451aad98ff95317e8a1f,2022-11-04 13:54:57,2022-11-04 14:18:04,9883,36.3894466,127.3169152,36.4714341,127.2749538,DtoS
27b5fd7addc54f2ab13a90ed0515f139,2022-11-04 07:48:36,2022-11-04 08:21:08,16781,36.477291,127.295915,36.40269,127.39986,StoD
27b5fd7addc54f2ab13a90ed0515f139,2022-11-04 18:22:45,2022-11-04 19:07:58,15726,36.409924,127.394801,36.478333,127.296252,DtoS
cf6f6f767e2d4f03849e51b834cdb13a,2022-11-04 20:13:56,2022-11-04 21:01:07,24918,36.367401,127.379853,36.511059,127.26089,DtoS
c8ffee47bb924c32a9c85f2e27c5defd,2022-11-04 21:38:28,2022-11-04 22:11:43,20448,36.4816397,127.2965394,36.3503321,127.3723922,StoD
29860cac644b4cfa8229e8ddc10d895b,2022-11-04 07:06:12,2022-11-04 08:27:04,26851,36.496913,127.205144,36.389654,127.316636,StoD
29860cac644b4cfa8229e8ddc10d895b,2022-11-04 08:35:09,2022-11-04 09:33:49,25620,36.391493,127.315206,36.495414,127.203261,DtoS
29860cac644b4cfa8229e8ddc10d895b,2022-11-04 13:41:41,2022-11-04 14:45:42,26385,36.496796,127.20504,36.38594,127.319717,StoD
67ff1ddb790d4f38a8373695e6a9d892,2022-11-04 11:37:04,2022-11-04 12:10:57,33921,36.2986953,127.3406362,36.475171,127.2779479,DtoS
67ff1ddb790d4f38a8373695e6a9d892,2022-11-04 14:42:01,2022-11-04 15:05:29,19191,36.4858558,127.3199613,36.3752462,127.3382024,StoD
65680eab7e754de7bbc84e945e1ebea7,2022-11-04 05:28:50,2022-11-04 05:53:45,23975,36.4950811,127.2448842,36.3878311,127.3955914,StoD
33e35ce17d514956af922dee0e6a3d02,2022-11-04 08:18:21,2022-11-04 08:49:53,33227,36.500307,127.24492,36.296185,127.324311,StoD
33e35ce17d514956af922dee0e6a3d02,2022-11-04 18:20:36,2022-11-04 19:19:01,39891,36.300614,127.334547,36.500623,127.241587,DtoS
245675c877434ac3add06546157f1f1b,2022-11-04 07:38:30,2022-11-04 08:57:23,25309,36.339812,127.381995,36.50736,127.261454,DtoS
245675c877434ac3add06546157f1f1b,2022-11-04 17:53:11,2022-11-04 19:23:03,35892,36.508558,127.262987,36.317942,127.414702,StoD
