uuid,time_begin,time_end,distance,origin_lat,origin_lng,destination_lat,destination_lng,type
c4fad712ecb54730afba3b677029712f,2022-11-17 08:57:09,2022-11-17 09:27:48,21170,36.35731,127.339263,36.499502,127.330732,DtoS
c4fad712ecb54730afba3b677029712f,2022-11-17 18:22:44,2022-11-17 19:04:39,22535,36.498836,127.329987,36.352776,127.331898,StoD
7fc1715756704bfc98f333bb1f2862ac,2022-11-17 08:49:37,2022-11-17 09:31:30,35387,36.2964417,127.3535475,36.4890325,127.2577758,DtoS
7fc1715756704bfc98f333bb1f2862ac,2022-11-17 17:31:54,2022-11-17 18:34:02,21853,36.4888719,127.2578277,36.3515907,127.3774787,StoD
16543313bc9a4b0d945079a3fa78e44d,2022-11-17 14:27:53,2022-11-17 15:07:59,28955,36.469104,127.2719763,36.333585,127.4085917,StoD
3de01fb59474439792f9053f80b3683c,2022-11-17 08:04:45,2022-11-17 08:41:19,24608,36.368021,127.441029,36.498164,127.330597,DtoS
3de01fb59474439792f9053f80b3683c,2022-11-17 18:44:07,2022-11-17 19:22:32,23734,36.496231,127.329228,36.368811,127.442746,StoD
27b5fd7addc54f2ab13a90ed0515f139,2022-11-17 07:46:56,2022-11-17 08:15:34,16888,36.478029,127.295656,36.403086,127.399901,StoD
27b5fd7addc54f2ab13a90ed0515f139,2022-11-17 18:26:57,2022-11-17 19:21:07,17306,36.402793,127.3998,36.478314,127.296331,DtoS
cf6f6f767e2d4f03849e51b834cdb13a,2022-11-17 09:27:02,2022-11-17 10:16:40,21892,36.511026,127.261649,36.382232,127.358011,StoD
cf6f6f767e2d4f03849e51b834cdb13a,2022-11-17 23:54:33,2022-11-18 00:43:14,30133,36.383324,127.360236,36.511264,127.261903,DtoS
1171bcfa1ef644c0a5d0f8042dd56aa2,2022-11-17 01:04:56,2022-11-17 01:31:30,17475,36.475459,127.272279,36.364974,127.356051,StoD
1171bcfa1ef644c0a5d0f8042dd56aa2,2022-11-17 09:01:44,2022-11-17 09:36:02,19158,36.362509,127.353089,36.498902,127.267041,DtoS
1171bcfa1ef644c0a5d0f8042dd56aa2,2022-11-17 21:27:14,2022-11-17 21:56:05,19645,36.498605,127.264388,36.365066,127.355894,StoD
c8ffee47bb924c32a9c85f2e27c5defd,2022-11-17 21:47:23,2022-11-17 22:21:37,20357,36.4817972,127.2966177,36.3503921,127.3722442,StoD
29860cac644b4cfa8229e8ddc10d895b,2022-11-17 01:58:01,2022-11-17 02:40:39,27842,36.367,127.329906,36.505901,127.243358,DtoS
65680eab7e754de7bbc84e945e1ebea7,2022-11-17 05:29:29,2022-11-17 05:58:18,23647,36.492716,127.2425038,36.3875687,127.3950184,StoD
65680eab7e754de7bbc84e945e1ebea7,2022-11-17 17:04:14,2022-11-17 17:49:47,28970,36.3867025,127.3963738,36.4950396,127.245377,DtoS
33e35ce17d514956af922dee0e6a3d02,2022-11-17 08:10:39,2022-11-17 08:46:17,33134,36.501234,127.244974,36.295842,127.324022,StoD
33e35ce17d514956af922dee0e6a3d02,2022-11-17 18:27:24,2022-11-17 19:14:43,38462,36.295133,127.322314,36.500983,127.241493,DtoS
245675c877434ac3add06546157f1f1b,2022-11-17 08:59:51,2022-11-17 09:54:40,33355,36.332379,127.432225,36.504232,127.261303,DtoS
245675c877434ac3add06546157f1f1b,2022-11-17 19:52:42,2022-11-17 20:41:36,23187,36.49482,127.262716,36.338791,127.380657,StoD
ae3eba3dc7a7430286687fabfa3d94df,2022-11-17 06:32:16,2022-11-17 07:03:24,23457,36.337869,127.3851067,36.4906056,127.2572495,DtoS
ae3eba3dc7a7430286687fabfa3d94df,2022-11-17 18:58:19,2022-11-17 19:41:44,24705,36.4831561,127.2632181,36.3367462,127.3860569,StoD
3662331b5e504702b4db85db30534572,2022-11-17 07:53:53,2022-11-17 08:23:35,36207,36.3515203,127.4475108,36.4986459,127.3309248,DtoS
3662331b5e504702b4db85db30534572,2022-11-17 19:51:48,2022-11-17 20:29:54,43789,36.497998,127.3342264,36.3164916,127.4437454,StoD
