"uuid","time_begin","time_end","distance","origin_lat","origin_lng","destination_lat","destination_lng","type","pass_is","jam"
"27b5fd7addc54f2ab13a90ed0515f139","2022-11-09 18:25:18","2022-11-09 19:14:23",17268,36.405511,127.398614,36.479076,127.296853,"DtoS","false","false"
"27b5fd7addc54f2ab13a90ed0515f139","2022-11-10 07:47:42","2022-11-10 08:26:24",16918,36.477969,127.295594,36.402696,127.400088,"StoD","false","true"
"27b5fd7addc54f2ab13a90ed0515f139","2022-11-10 18:12:30","2022-11-10 18:59:59",17317,36.402959,127.399841,36.47825,127.296338,"DtoS","false","false"
"27b5fd7addc54f2ab13a90ed0515f139","2022-11-11 07:48:32","2022-11-11 08:23:06",16842,36.477678,127.295521,36.402943,127.400002,"StoD","false","true"
"27b5fd7addc54f2ab13a90ed0515f139","2022-11-11 18:15:23","2022-11-11 19:03:29",16048,36.409802,127.394955,36.478311,127.296313,"DtoS","false","false"
"27b5fd7addc54f2ab13a90ed0515f139","2022-11-14 07:49:57","2022-11-14 08:25:39",17134,36.478215,127.295823,36.40191,127.399456,"StoD","false","true"
"27b5fd7addc54f2ab13a90ed0515f139","2022-11-14 11:36:23","2022-11-14 11:55:56",18544,36.404776,127.404528,36.478351,127.296278,"DtoS","false","false"
"27b5fd7addc54f2ab13a90ed0515f139","2022-11-14 12:07:42","2022-11-14 12:28:34",17351,36.478033,127.295638,36.402783,127.400083,"StoD","false","false"
"27b5fd7addc54f2ab13a90ed0515f139","2022-11-14 18:47:20","2022-11-14 19:10:22",11701,36.434429,127.388367,36.478258,127.296347,"DtoS","false","false"
"27b5fd7addc54f2ab13a90ed0515f139","2022-11-15 07:52:27","2022-11-15 08:25:47",17007,36.478087,127.295784,36.402976,127.39996,"StoD","false","true"
"27b5fd7addc54f2ab13a90ed0515f139","2022-11-15 18:12:35","2022-11-15 18:53:48",16755,36.402633,127.39991,36.478284,127.29637,"DtoS","false","false"
"27b5fd7addc54f2ab13a90ed0515f139","2022-11-16 07:49:39","2022-11-16 08:23:21",16946,36.47734,127.297869,36.402952,127.399973,"StoD","false","true"
"27b5fd7addc54f2ab13a90ed0515f139","2022-11-16 19:34:01","2022-11-16 19:53:56",11799,36.43384,127.388541,36.478366,127.296357,"DtoS","false","false"
"27b5fd7addc54f2ab13a90ed0515f139","2022-11-17 07:46:56","2022-11-17 08:15:34",16888,36.478029,127.295656,36.403086,127.399901,"StoD","false","true"
"27b5fd7addc54f2ab13a90ed0515f139","2022-11-17 18:26:57","2022-11-17 19:21:07",17306,36.402793,127.3998,36.478314,127.296331,"DtoS","false","false"
"27b5fd7addc54f2ab13a90ed0515f139","2022-11-18 08:23:24","2022-11-18 09:11:11",23239,36.477175,127.295887,36.375198,127.32565,"StoD","false","true"
"27b5fd7addc54f2ab13a90ed0515f139","2022-11-18 12:07:49","2022-11-18 12:30:44",17645,36.366529,127.323421,36.487885,127.256702,"DtoS","false","false"
"27b5fd7addc54f2ab13a90ed0515f139","2022-11-18 12:39:07","2022-11-18 12:57:45",14637,36.484295,127.259221,36.373844,127.31927,"StoD","true","false"
"27b5fd7addc54f2ab13a90ed0515f139","2022-11-18 18:22:19","2022-11-18 19:05:35",15772,36.409855,127.394885,36.479112,127.29683,"DtoS","false","false"
"29860cac644b4cfa8229e8ddc10d895b","2022-10-15 05:50:10","2022-10-15 06:54:31",33475,36.468888,127.268785,36.385844,127.319535,"StoD","true","true"
"29860cac644b4cfa8229e8ddc10d895b","2022-10-15 07:08:51","2022-10-15 07:57:08",22891,36.390873,127.315816,36.535329,127.239585,"DtoS","true","false"
"29860cac644b4cfa8229e8ddc10d895b","2022-10-15 11:14:16","2022-10-15 12:04:15",21117,36.520248,127.237829,36.385817,127.319554,"StoD","true","false"
"29860cac644b4cfa8229e8ddc10d895b","2022-10-15 12:08:47","2022-10-15 13:00:11",23016,36.390738,127.31584,36.535273,127.239483,"DtoS","true","false"
"29860cac644b4cfa8229e8ddc10d895b","2022-10-15 13:52:00","2022-10-15 14:36:56",21715,36.527629,127.248672,36.390881,127.315274,"StoD","true","false"
"29860cac644b4cfa8229e8ddc10d895b","2022-10-17 06:23:40","2022-10-17 09:56:38",70535,36.531749,127.244682,36.385811,127.319551,"StoD","true","true"
"29860cac644b4cfa8229e8ddc10d895b","2022-10-17 09:59:50","2022-10-17 11:00:15",22777,36.391124,127.315508,36.535002,127.239959,"DtoS","true","false"
"29860cac644b4cfa8229e8ddc10d895b","2022-10-18 06:40:42","2022-10-18 07:30:02",23203,36.528554,127.247768,36.389431,127.316804,"StoD","true","true"
"29860cac644b4cfa8229e8ddc10d895b","2022-10-18 07:45:15","2022-10-18 08:43:38",22749,36.391875,127.315115,36.535082,127.240008,"DtoS","true","false"
"29860cac644b4cfa8229e8ddc10d895b","2022-10-18 11:50:55","2022-10-18 12:34:12",22752,36.534156,127.240527,36.390946,127.315277,"StoD","true","false"
"29860cac644b4cfa8229e8ddc10d895b","2022-10-18 12:49:34","2022-10-18 13:49:07",22811,36.391274,127.315612,36.535082,127.240002,"DtoS","true","false"
"29860cac644b4cfa8229e8ddc10d895b","2022-10-26 15:21:06","2022-10-26 16:28:44",26281,36.497444,127.205928,36.385817,127.319547,"StoD","true","true"
"29860cac644b4cfa8229e8ddc10d895b","2022-10-26 16:34:32","2022-10-26 17:58:19",26170,36.388038,127.317988,36.495397,127.203301,"DtoS","false","false"
"29860cac644b4cfa8229e8ddc10d895b","2022-10-29 09:50:40","2022-10-29 10:48:21",25349,36.497182,127.205532,36.391072,127.315128,"StoD","true","true"
"29860cac644b4cfa8229e8ddc10d895b","2022-10-29 10:52:33","2022-10-29 11:36:43",19299,36.387583,127.31776,36.519285,127.252442,"DtoS","false","false"
"29860cac644b4cfa8229e8ddc10d895b","2022-10-30 13:30:53","2022-10-30 14:31:11",26583,36.497163,127.205442,36.387936,127.317921,"StoD","true","true"
"29860cac644b4cfa8229e8ddc10d895b","2022-10-30 14:36:29","2022-10-30 15:52:16",30010,36.388,127.317884,36.498723,127.226682,"DtoS","false","false"
"29860cac644b4cfa8229e8ddc10d895b","2022-10-31 09:24:54","2022-10-31 10:19:33",24553,36.501028,127.21251,36.391061,127.315101,"StoD","true","true"
"29860cac644b4cfa8229e8ddc10d895b","2022-10-31 10:24:17","2022-10-31 11:33:12",26541,36.384802,127.320001,36.495239,127.203448,"DtoS","false","false"
"29860cac644b4cfa8229e8ddc10d895b","2022-10-31 13:00:35","2022-10-31 14:05:44",26845,36.496924,127.205122,36.389417,127.316933,"StoD","true","false"
"29860cac644b4cfa8229e8ddc10d895b","2022-10-31 14:18:58","2022-10-31 15:24:12",29578,36.391404,127.315506,36.498707,127.226669,"DtoS","false","false"
"29860cac644b4cfa8229e8ddc10d895b","2022-11-01 10:34:18","2022-11-01 11:15:05",19954,36.520331,127.236395,36.391355,127.315001,"StoD","true","true"
"29860cac644b4cfa8229e8ddc10d895b","2022-11-01 11:21:49","2022-11-01 12:22:15",23425,36.386624,127.318033,36.535222,127.240014,"DtoS","true","false"
"29860cac644b4cfa8229e8ddc10d895b","2022-11-02 07:55:12","2022-11-02 10:40:17",62362,36.458623,127.280486,36.385584,127.319744,"StoD","true","true"
"29860cac644b4cfa8229e8ddc10d895b","2022-11-02 10:58:17","2022-11-02 11:59:00",25652,36.39128,127.315473,36.495417,127.203309,"DtoS","false","false"
"29860cac644b4cfa8229e8ddc10d895b","2022-11-03 10:00:45","2022-11-03 10:57:27",25400,36.496915,127.205164,36.390975,127.31519,"StoD","true","true"
"29860cac644b4cfa8229e8ddc10d895b","2022-11-03 11:17:55","2022-11-03 12:22:29",25652,36.391299,127.315458,36.495544,127.203419,"DtoS","false","false"
"29860cac644b4cfa8229e8ddc10d895b","2022-11-04 07:06:12","2022-11-04 08:27:04",26851,36.496913,127.205144,36.389654,127.316636,"StoD","true","true"
"29860cac644b4cfa8229e8ddc10d895b","2022-11-04 08:35:09","2022-11-04 09:33:49",25620,36.391493,127.315206,36.495414,127.203261,"DtoS","false","false"
"29860cac644b4cfa8229e8ddc10d895b","2022-11-04 13:41:41","2022-11-04 14:45:42",26385,36.496796,127.20504,36.38594,127.319717,"StoD","true","false"
"29860cac644b4cfa8229e8ddc10d895b","2022-11-10 19:08:46","2022-11-10 20:03:07",23717,36.531771,127.244656,36.389756,127.316558,"StoD","true","true"
"29860cac644b4cfa8229e8ddc10d895b","2022-11-10 20:08:25","2022-11-10 21:16:21",22799,36.391353,127.315403,36.535108,127.240004,"DtoS","true","false"
"29860cac644b4cfa8229e8ddc10d895b","2022-11-16 07:21:18","2022-11-16 08:48:54",26391,36.498299,127.207048,36.387809,127.318036,"StoD","true","true"
"29860cac644b4cfa8229e8ddc10d895b","2022-11-16 08:48:59","2022-11-16 09:54:12",25626,36.391423,127.315377,36.495392,127.203296,"DtoS","false","false"
"29860cac644b4cfa8229e8ddc10d895b","2022-11-16 15:48:51","2022-11-16 16:42:12",39761,36.500986,127.244983,36.340497,127.417139,"StoD","false","false"
"29860cac644b4cfa8229e8ddc10d895b","2022-11-17 01:58:01","2022-11-17 02:40:39",27842,36.367,127.329906,36.505901,127.243358,"DtoS","false","true"
"29860cac644b4cfa8229e8ddc10d895b","2022-11-18 06:12:55","2022-11-18 06:26:50",9892,36.459327,127.279701,36.388076,127.317851,"StoD","false","true"
"29860cac644b4cfa8229e8ddc10d895b","2022-11-18 06:29:00","2022-11-18 07:41:05",25641,36.391303,127.3155,36.495384,127.203287,"DtoS","false","false"
"3018668ddb7246f3ae51e14d2167df5e","2022-10-20 11:50:23","2022-10-20 12:11:13",24973,36.3503838,127.4362028,36.4352353,127.274099,"DtoS","false","false"
"312f03ebe6054a5a96ce28c0f4eaff10","2022-11-13 19:16:10","2022-11-13 19:34:50",15940,36.3893529,127.3151148,36.5011089,127.2451636,"DtoS","false","true"
"33e35ce17d514956af922dee0e6a3d02","2022-10-17 07:29:08","2022-10-17 08:10:09",38717,36.501065,127.244798,36.296263,127.324124,"StoD","false","true"
"33e35ce17d514956af922dee0e6a3d02","2022-10-17 18:25:00","2022-10-17 19:26:18",27416,36.297515,127.325852,36.500711,127.241754,"DtoS","false","false"
"33e35ce17d514956af922dee0e6a3d02","2022-10-18 07:24:33","2022-10-18 07:59:49",38738,36.501173,127.244947,36.296169,127.324358,"StoD","false","true"
"33e35ce17d514956af922dee0e6a3d02","2022-10-18 18:32:19","2022-10-18 19:20:15",40243,36.295016,127.322899,36.507527,127.258842,"DtoS","false","false"
"33e35ce17d514956af922dee0e6a3d02","2022-10-19 07:09:41","2022-10-19 07:41:56",38762,36.500939,127.245026,36.29615,127.324367,"StoD","false","true"
"33e35ce17d514956af922dee0e6a3d02","2022-10-19 18:28:13","2022-10-19 19:13:58",38491,36.294962,127.32298,36.500624,127.241738,"DtoS","false","false"
"33e35ce17d514956af922dee0e6a3d02","2022-10-20 07:14:09","2022-10-20 07:51:51",38751,36.500356,127.244943,36.296122,127.324242,"StoD","false","true"
"33e35ce17d514956af922dee0e6a3d02","2022-10-20 18:23:16","2022-10-20 19:14:52",40068,36.300633,127.334173,36.501094,127.241533,"DtoS","false","false"
"33e35ce17d514956af922dee0e6a3d02","2022-10-21 07:45:53","2022-10-21 08:20:43",38682,36.501136,127.244944,36.296163,127.324327,"StoD","false","true"
"33e35ce17d514956af922dee0e6a3d02","2022-10-21 18:11:22","2022-10-21 19:06:39",38268,36.294979,127.322892,36.501205,127.243211,"DtoS","false","false"
"33e35ce17d514956af922dee0e6a3d02","2022-10-24 07:35:25","2022-10-24 08:17:07",38721,36.501087,127.245069,36.296145,127.324308,"StoD","false","true"
"33e35ce17d514956af922dee0e6a3d02","2022-10-24 18:11:24","2022-10-24 18:53:18",30837,36.294997,127.32282,36.471334,127.25138,"DtoS","false","false"
"33e35ce17d514956af922dee0e6a3d02","2022-10-25 08:28:22","2022-10-25 09:00:16",33550,36.500571,127.244897,36.2963,127.324178,"StoD","false","true"
"33e35ce17d514956af922dee0e6a3d02","2022-10-25 18:24:15","2022-10-25 19:15:42",39105,36.297672,127.325153,36.500716,127.241724,"DtoS","false","false"
"33e35ce17d514956af922dee0e6a3d02","2022-10-26 08:07:08","2022-10-26 08:51:56",33308,36.501076,127.245013,36.296188,127.324222,"StoD","false","true"
"33e35ce17d514956af922dee0e6a3d02","2022-10-26 18:06:17","2022-10-26 19:05:23",38510,36.295042,127.322726,36.500879,127.241192,"DtoS","false","false"
"33e35ce17d514956af922dee0e6a3d02","2022-10-27 08:08:05","2022-10-27 08:41:40",38629,36.500574,127.244949,36.296303,127.324253,"StoD","false","true"
"33e35ce17d514956af922dee0e6a3d02","2022-10-27 18:07:14","2022-10-27 18:52:56",35807,36.295046,127.323042,36.486944,127.257409,"DtoS","false","false"
"33e35ce17d514956af922dee0e6a3d02","2022-10-28 08:10:11","2022-10-28 08:46:44",38814,36.501027,127.244959,36.295985,127.324117,"StoD","false","true"
"33e35ce17d514956af922dee0e6a3d02","2022-10-28 18:13:35","2022-10-28 19:03:41",38370,36.295037,127.322677,36.500703,127.241781,"DtoS","false","false"
"33e35ce17d514956af922dee0e6a3d02","2022-10-31 08:10:37","2022-10-31 08:50:22",38681,36.500886,127.244943,36.296048,127.324374,"StoD","false","true"
"33e35ce17d514956af922dee0e6a3d02","2022-10-31 18:11:09","2022-10-31 19:20:11",28286,36.297277,127.324812,36.500777,127.241734,"DtoS","false","false"
"33e35ce17d514956af922dee0e6a3d02","2022-11-01 08:11:59","2022-11-01 08:50:06",38935,36.501199,127.244813,36.296383,127.324174,"StoD","false","true"
"33e35ce17d514956af922dee0e6a3d02","2022-11-01 18:22:05","2022-11-01 19:15:12",39609,36.295031,127.323084,36.501668,127.259079,"DtoS","false","false"
"33e35ce17d514956af922dee0e6a3d02","2022-11-02 08:08:17","2022-11-02 08:49:54",38855,36.49978,127.244918,36.296163,127.324327,"StoD","false","true"
"33e35ce17d514956af922dee0e6a3d02","2022-11-02 18:08:22","2022-11-02 19:25:29",40601,36.295022,127.323032,36.500962,127.241466,"DtoS","false","false"
"33e35ce17d514956af922dee0e6a3d02","2022-11-03 08:12:53","2022-11-03 08:49:05",38670,36.500989,127.245025,36.296164,127.324283,"StoD","false","true"
"33e35ce17d514956af922dee0e6a3d02","2022-11-03 18:13:41","2022-11-03 18:57:03",38488,36.295025,127.322723,36.501111,127.241271,"DtoS","false","false"
"33e35ce17d514956af922dee0e6a3d02","2022-11-04 08:18:21","2022-11-04 08:49:53",33227,36.500307,127.24492,36.296185,127.324311,"StoD","false","true"
"33e35ce17d514956af922dee0e6a3d02","2022-11-04 18:20:36","2022-11-04 19:19:01",39891,36.300614,127.334547,36.500623,127.241587,"DtoS","false","false"
"33e35ce17d514956af922dee0e6a3d02","2022-11-07 08:12:47","2022-11-07 08:51:34",33622,36.501045,127.244942,36.296177,127.324277,"StoD","false","true"
"33e35ce17d514956af922dee0e6a3d02","2022-11-07 18:18:36","2022-11-07 19:26:07",40124,36.295039,127.322621,36.500744,127.241589,"DtoS","false","false"
"33e35ce17d514956af922dee0e6a3d02","2022-11-08 08:16:31","2022-11-08 08:48:35",33290,36.500877,127.244947,36.296158,127.324345,"StoD","false","true"
"33e35ce17d514956af922dee0e6a3d02","2022-11-08 18:06:56","2022-11-08 19:12:47",40164,36.295165,127.322151,36.500889,127.241231,"DtoS","false","false"
"33e35ce17d514956af922dee0e6a3d02","2022-11-09 08:16:11","2022-11-09 08:48:53",33283,36.500643,127.244923,36.295992,127.324236,"StoD","false","true"
"33e35ce17d514956af922dee0e6a3d02","2022-11-09 18:24:51","2022-11-09 19:35:21",49061,36.294962,127.322979,36.501083,127.241536,"DtoS","false","false"
"33e35ce17d514956af922dee0e6a3d02","2022-11-10 08:19:53","2022-11-10 08:51:51",33368,36.500867,127.24497,36.296176,127.324293,"StoD","false","true"
"33e35ce17d514956af922dee0e6a3d02","2022-11-10 18:21:56","2022-11-10 19:13:58",38470,36.295089,127.322499,36.501086,127.241408,"DtoS","false","false"
"33e35ce17d514956af922dee0e6a3d02","2022-11-11 10:04:00","2022-11-11 10:34:18",39089,36.500939,127.244919,36.296492,127.326239,"StoD","false","true"
"33e35ce17d514956af922dee0e6a3d02","2022-11-11 18:05:59","2022-11-11 19:04:57",38447,36.294984,127.322993,36.500624,127.241571,"DtoS","false","false"
"33e35ce17d514956af922dee0e6a3d02","2022-11-14 08:09:25","2022-11-14 08:47:51",38614,36.500868,127.244962,36.296124,127.324415,"StoD","false","true"
"33e35ce17d514956af922dee0e6a3d02","2022-11-14 18:05:54","2022-11-14 18:49:09",34350,36.295064,127.322669,36.500752,127.241758,"DtoS","false","false"
"33e35ce17d514956af922dee0e6a3d02","2022-11-15 08:11:11","2022-11-15 08:49:46",38756,36.501123,127.244788,36.296204,127.324269,"StoD","false","true"
"33e35ce17d514956af922dee0e6a3d02","2022-11-15 18:11:07","2022-11-15 19:02:13",38469,36.295234,127.321917,36.500955,127.241461,"DtoS","false","false"
"33e35ce17d514956af922dee0e6a3d02","2022-11-16 08:21:44","2022-11-16 08:53:54",32275,36.49475,127.239792,36.296133,127.324289,"StoD","false","true"
"33e35ce17d514956af922dee0e6a3d02","2022-11-16 18:24:45","2022-11-16 19:10:21",38570,36.295281,127.32314,36.500971,127.241516,"DtoS","false","false"
"33e35ce17d514956af922dee0e6a3d02","2022-11-17 08:10:39","2022-11-17 08:46:17",33134,36.501234,127.244974,36.295842,127.324022,"StoD","false","true"
"33e35ce17d514956af922dee0e6a3d02","2022-11-17 18:27:24","2022-11-17 19:14:43",38462,36.295133,127.322314,36.500983,127.241493,"DtoS","false","false"
"33e35ce17d514956af922dee0e6a3d02","2022-11-18 08:04:38","2022-11-18 08:43:07",38753,36.500903,127.24503,36.29614,127.324145,"StoD","false","true"
"3662331b5e504702b4db85db30534572","2022-10-17 07:54:02","2022-10-17 08:30:34",36004,36.3505702,127.4499628,36.4985499,127.33049,"DtoS","false","true"
"3662331b5e504702b4db85db30534572","2022-10-17 21:33:12","2022-10-17 22:07:14",32919,36.4948444,127.2669975,36.3560052,127.4502837,"StoD","false","false"
"3662331b5e504702b4db85db30534572","2022-10-18 08:01:05","2022-10-18 08:43:34",36700,36.3513625,127.4527302,36.4981687,127.3302978,"DtoS","false","true"
"3662331b5e504702b4db85db30534572","2022-10-18 20:35:48","2022-10-18 21:06:15",36269,36.4984142,127.3313991,36.3556457,127.4499709,"StoD","false","false"
"3662331b5e504702b4db85db30534572","2022-10-20 07:59:42","2022-10-20 09:03:03",36986,36.3509861,127.44945,36.4981276,127.3304074,"DtoS","false","true"
"3662331b5e504702b4db85db30534572","2022-10-20 23:22:07","2022-10-20 23:38:49",18723,36.4987116,127.3310089,36.3937664,127.319874,"StoD","false","false"
"3662331b5e504702b4db85db30534572","2022-10-21 18:23:55","2022-10-21 18:52:00",17990,36.4984733,127.3312598,36.4252779,127.4203798,"StoD","false","true"
"3662331b5e504702b4db85db30534572","2022-10-24 08:05:57","2022-10-24 08:40:55",36100,36.3506279,127.4499486,36.4987643,127.3298638,"DtoS","false","true"
"3662331b5e504702b4db85db30534572","2022-10-24 18:21:27","2022-10-24 19:08:47",34098,36.5011028,127.2647691,36.3492271,127.4516474,"StoD","false","false"
"3662331b5e504702b4db85db30534572","2022-10-25 08:12:03","2022-10-25 08:45:47",35842,36.3604134,127.4505637,36.4984986,127.3304459,"DtoS","false","true"
"3662331b5e504702b4db85db30534572","2022-10-25 20:58:43","2022-10-25 21:30:52",36388,36.4996004,127.3340633,36.350071,127.4501882,"StoD","false","false"
"3662331b5e504702b4db85db30534572","2022-10-26 08:18:49","2022-10-26 08:52:43",35779,36.3517444,127.4468947,36.4980952,127.3301675,"DtoS","false","true"
"3662331b5e504702b4db85db30534572","2022-10-26 18:33:57","2022-10-26 18:59:43",17951,36.4984254,127.3312231,36.4252394,127.4204093,"StoD","false","false"
"3662331b5e504702b4db85db30534572","2022-10-27 07:57:26","2022-10-27 08:30:11",36547,36.3500512,127.449927,36.4986439,127.3309297,"DtoS","false","true"
"3662331b5e504702b4db85db30534572","2022-10-27 18:46:12","2022-10-27 19:22:05",37127,36.4985471,127.331074,36.3481389,127.4350764,"StoD","false","false"
"3662331b5e504702b4db85db30534572","2022-10-28 08:22:32","2022-10-28 08:56:04",35864,36.3514455,127.4477364,36.4987116,127.3308176,"DtoS","false","true"
"3662331b5e504702b4db85db30534572","2022-10-29 11:24:44","2022-10-29 12:13:43",50241,36.4996989,127.333723,36.2735562,127.4728631,"StoD","false","true"
"3662331b5e504702b4db85db30534572","2022-10-31 07:25:02","2022-10-31 08:05:12",35148,36.3515966,127.4472843,36.507921,127.26147,"DtoS","false","true"
"3662331b5e504702b4db85db30534572","2022-10-31 19:56:07","2022-10-31 20:34:40",34803,36.5029155,127.2626482,36.3500521,127.4500606,"StoD","true","false"
"3662331b5e504702b4db85db30534572","2022-11-01 07:49:36","2022-11-01 08:15:50",16476,36.3923345,127.3252135,36.502555,127.2624895,"DtoS","false","true"
"3662331b5e504702b4db85db30534572","2022-11-01 20:46:30","2022-11-01 21:30:35",37914,36.5040801,127.2611374,36.3488354,127.451026,"StoD","true","false"
"3662331b5e504702b4db85db30534572","2022-11-03 07:49:35","2022-11-03 08:22:21",36571,36.350383,127.4503941,36.4987045,127.3305883,"DtoS","false","true"
"3662331b5e504702b4db85db30534572","2022-11-03 22:58:26","2022-11-03 23:27:26",34432,36.4856462,127.3237244,36.3501006,127.4501544,"StoD","false","false"
"3662331b5e504702b4db85db30534572","2022-11-07 07:53:15","2022-11-07 08:19:08",25075,36.4112795,127.3915307,36.4984857,127.3304181,"DtoS","false","true"
"3662331b5e504702b4db85db30534572","2022-11-08 18:22:23","2022-11-08 19:04:50",36892,36.4996676,127.3337688,36.3491669,127.4504138,"StoD","false","true"
"3662331b5e504702b4db85db30534572","2022-11-09 07:57:21","2022-11-09 08:29:41",35671,36.3517739,127.4467261,36.4986966,127.3308423,"DtoS","false","true"
"3662331b5e504702b4db85db30534572","2022-11-09 18:10:34","2022-11-09 18:59:08",17250,36.5028329,127.262605,36.3666746,127.3300074,"StoD","false","false"
"3662331b5e504702b4db85db30534572","2022-11-10 07:54:22","2022-11-10 08:28:21",35901,36.3510424,127.4488874,36.4987574,127.330645,"DtoS","false","true"
"3662331b5e504702b4db85db30534572","2022-11-10 20:13:18","2022-11-10 20:35:25",17865,36.498427,127.3312645,36.4252894,127.4204039,"StoD","false","false"
"3662331b5e504702b4db85db30534572","2022-11-11 08:09:14","2022-11-11 08:47:40",37325,36.3506174,127.4511094,36.4985739,127.3304947,"DtoS","false","true"
"3662331b5e504702b4db85db30534572","2022-11-11 21:27:47","2022-11-11 22:02:52",37126,36.498562,127.3311582,36.3500592,127.4501946,"StoD","false","false"
"3662331b5e504702b4db85db30534572","2022-11-14 08:04:28","2022-11-14 08:50:13",36201,36.3500216,127.4473216,36.4981037,127.3303683,"DtoS","false","true"
"3662331b5e504702b4db85db30534572","2022-11-14 19:51:04","2022-11-14 20:17:33",19354,36.4916944,127.2456777,36.3762699,127.3381854,"StoD","false","false"
"3662331b5e504702b4db85db30534572","2022-11-15 07:55:50","2022-11-15 08:31:34",36104,36.3500744,127.4500058,36.4986977,127.3306351,"DtoS","false","true"
"3662331b5e504702b4db85db30534572","2022-11-15 21:57:08","2022-11-15 22:32:15",36961,36.4992031,127.3320708,36.3500403,127.4501596,"StoD","false","false"
"3662331b5e504702b4db85db30534572","2022-11-16 08:06:48","2022-11-16 08:27:43",16855,36.42544,127.4202614,36.4981463,127.3302864,"DtoS","false","true"
"3662331b5e504702b4db85db30534572","2022-11-16 18:44:41","2022-11-16 19:19:08",35595,36.4993859,127.3349221,36.3629503,127.4474911,"StoD","false","false"
"3662331b5e504702b4db85db30534572","2022-11-17 07:53:53","2022-11-17 08:23:35",36207,36.3515203,127.4475108,36.4986459,127.3309248,"DtoS","false","true"
"3662331b5e504702b4db85db30534572","2022-11-17 19:51:48","2022-11-17 20:29:54",43789,36.497998,127.3342264,36.3164916,127.4437454,"StoD","false","false"
"3662331b5e504702b4db85db30534572","2022-11-18 07:53:53","2022-11-18 08:25:15",36405,36.350816,127.4494454,36.4985838,127.3305327,"DtoS","false","true"
"3662331b5e504702b4db85db30534572","2022-11-18 22:56:58","2022-11-18 23:23:31",34299,36.4986092,127.3308205,36.365146,127.4491463,"StoD","false","false"
"36c8b2924bb545c5ad5cd227825879ba","2022-11-15 10:17:09","2022-11-15 10:55:32",24192,36.359826,127.378805,36.49228,127.305858,"DtoS","false","true"
"36c8b2924bb545c5ad5cd227825879ba","2022-11-15 11:10:09","2022-11-15 12:03:37",38462,36.494938,127.306516,36.303777,127.353199,"StoD","false","false"
"3794829661b245c8a903624500b2e151","2022-10-15 18:05:37","2022-10-15 18:42:38",30498,36.3689765,127.4259894,36.4999219,127.2566779,"DtoS","false","true"
"3794829661b245c8a903624500b2e151","2022-10-15 20:14:14","2022-10-15 20:30:35",12958,36.4706498,127.273367,36.3743091,127.3067536,"StoD","false","false"
"3c204ad9357c48af90d02bf2fd040326","2022-10-31 11:24:42","2022-10-31 12:09:57",40629,36.3292774,127.4225136,36.4423284,127.2207565,"DtoS","false","true"
"3c204ad9357c48af90d02bf2fd040326","2022-10-31 12:20:12","2022-10-31 13:04:02",36686,36.4422504,127.2207756,36.3156328,127.3065969,"StoD","false","false"
"3c204ad9357c48af90d02bf2fd040326","2022-11-02 11:36:04","2022-11-02 12:31:07",36724,36.3298704,127.4222561,36.463668,127.2808258,"DtoS","false","true"
"3c204ad9357c48af90d02bf2fd040326","2022-11-02 12:40:43","2022-11-02 13:19:27",34192,36.4635769,127.280847,36.2982624,127.3846068,"StoD","false","false"
"3c204ad9357c48af90d02bf2fd040326","2022-11-05 14:59:48","2022-11-05 16:01:19",35736,36.3066676,127.3844359,36.4828974,127.2634013,"DtoS","true","true"
"3c204ad9357c48af90d02bf2fd040326","2022-11-05 16:07:36","2022-11-05 17:05:11",39055,36.4829729,127.2616295,36.307169,127.3858274,"StoD","false","false"
"3de01fb59474439792f9053f80b3683c","2022-10-17 08:09:46","2022-10-17 08:50:39",24427,36.367857,127.441176,36.498796,127.331332,"DtoS","false","true"
"3de01fb59474439792f9053f80b3683c","2022-10-17 18:10:07","2022-10-17 18:45:11",23848,36.497418,127.330405,36.367782,127.377809,"StoD","false","false"
"3de01fb59474439792f9053f80b3683c","2022-10-19 08:06:14","2022-10-19 08:46:28",24702,36.368839,127.442704,36.498931,127.331465,"DtoS","false","true"
"3de01fb59474439792f9053f80b3683c","2022-10-19 17:18:04","2022-10-19 18:07:38",23681,36.497332,127.330293,36.369057,127.442331,"StoD","false","false"
"3de01fb59474439792f9053f80b3683c","2022-10-20 08:05:47","2022-10-20 08:41:29",24369,36.368189,127.44081,36.49875,127.331399,"DtoS","false","true"
"3de01fb59474439792f9053f80b3683c","2022-10-20 18:13:42","2022-10-20 18:59:59",23863,36.49606,127.329063,36.368735,127.442716,"StoD","false","false"
"3de01fb59474439792f9053f80b3683c","2022-10-21 08:16:29","2022-10-21 08:52:56",24359,36.36842,127.440498,36.498566,127.331438,"DtoS","false","true"
"3de01fb59474439792f9053f80b3683c","2022-10-21 18:07:10","2022-10-21 18:58:31",23636,36.497598,127.330698,36.368826,127.442642,"StoD","false","false"
"3de01fb59474439792f9053f80b3683c","2022-10-24 08:09:02","2022-10-24 08:49:46",24291,36.368841,127.440325,36.498795,127.331279,"DtoS","false","true"
"3de01fb59474439792f9053f80b3683c","2022-10-24 18:13:46","2022-10-24 19:06:01",25004,36.498795,127.331279,36.364156,127.444343,"StoD","false","false"
"3de01fb59474439792f9053f80b3683c","2022-10-25 08:13:29","2022-10-25 08:51:02",24476,36.367772,127.441378,36.49879,127.33132,"DtoS","false","true"
